clip_id,dasakam,verse,half,split,audio_path,text_path,text_devanagari,duration_s,sample_rate,channels,bit_depth,model_characters,characters_per_s,issues
nar_014_006_2,14,6,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 14/Narayaneeyam Dasakam 14.6.2.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 14/Narayaneeyam Dashakam 14.6.2.txt,भवदर्चननिर्वृतोऽपि तस्यां दृढशुश्रूषणया दधौ प्रसादम् ॥,9.113832,44100,2,16,48,5.2667,
nar_014_007_1,14,7,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 14/Narayaneeyam Dasakam 14.7.1.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 14/Narayaneeyam Dashakam 14.7.1.txt,स पुनस्त्वदुपासनप्रभावात् दयिताकामकृते कृते विमाने ।,8.846803,44100,2,16,46,5.1996,
nar_014_007_2,14,7,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 14/Narayaneeyam Dasakam 14.7.2.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 14/Narayaneeyam Dashakam 14.7.2.txt,वनिताकुलसङ्कुलो नवात्मा व्यहरद्देवपथेषु देवहूत्या ॥,9.287982,44100,2,16,46,4.9526,
nar_014_008_1,14,8,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 14/Narayaneeyam Dasakam 14.8.1.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 14/Narayaneeyam Dashakam 14.8.1.txt,शतवर्षमथ व्यतीत्य सोऽयं नव कन्या: समवाप्य धन्यरूपा: ।,9.003537,44100,2,16,43,4.7759,
nar_014_008_2,14,8,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 14/Narayaneeyam Dasakam 14.8.2.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 14/Narayaneeyam Dashakam 14.8.2.txt,वनयानसमुद्यतोऽपि कान्ता- हितकृत्त्वज्जननोत्सुको न्यवात्सीत् ॥,8.846803,44100,2,16,56,6.33,
nar_014_009_1,14,9,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 14/Narayaneeyam Dasakam 14.9.1.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 14/Narayaneeyam Dashakam 14.9.1.txt,निजभर्तृगिरा भवन्निषेवा- निरतायामथ देव देवहूत्याम् ।,8.579773,44100,2,16,46,5.3614,
nar_014_009_2,14,9,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 14/Narayaneeyam Dasakam 14.9.2.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 14/Narayaneeyam Dashakam 14.9.2.txt,कपिलस्त्वमजायथा जनानां प्रथयिष्यन् परमात्मतत्त्वविद्याम् ॥,9.102222,44100,2,16,53,5.8228,
nar_014_010_1,14,10,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 14/Narayaneeyam Dasakam 14.10.1.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 14/Narayaneeyam Dashakam 14.10.1.txt,वनमेयुषि कर्दमे प्रसन्ने मतसर्वस्वमुपादिशन् जनन्यै ।,8.672653,44100,2,16,46,5.304,
nar_014_010_2,14,10,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 14/Narayaneeyam Dasakam 14.10.2.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 14/Narayaneeyam Dashakam 14.10.2.txt,कपिलात्मक वायुमन्दिरेश त्वरितं त्वं परिपाहि मां गदौघात् ॥,8.846803,44100,2,16,49,5.5387,
nar_015_001_1,15,1,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 15/Narayaneeyam Dasakam 15.1.1.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 15/Narayaneeyam Dashakam 15.1.1.txt,मतिरिह गुणसक्ता बन्धकृत्तेष्वसक्ता त्वमृतकृदुपरुन्धे भक्तियोगस्तु सक्तिम् ।,11.639563,16000,2,16,68,5.8421,sample_rate_below_24khz
nar_015_001_2,15,1,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 15/Narayaneeyam Dasakam 15.1.2.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 15/Narayaneeyam Dashakam 15.1.2.txt,महदनुगमलभ्या भक्तिरेवात्र साध्या कपिलतनुरिति त्वं देवहूत्यै न्यगादी: ॥,12.545438,16000,2,16,61,4.8623,sample_rate_below_24khz
nar_015_002_1,15,2,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 15/Narayaneeyam Dasakam 15.2.1.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 15/Narayaneeyam Dashakam 15.2.1.txt,प्रकृतिमहदहङ्काराश्च मात्राश्च भूता- न्यपि हृदपि दशाक्षी पूरुष: पञ्चविंश: ।,11.840875,16000,2,16,64,5.405,sample_rate_below_24khz
nar_015_002_2,15,2,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 15/Narayaneeyam Dasakam 15.2.2.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 15/Narayaneeyam Dashakam 15.2.2.txt,इति विदितविभागो मुच्यतेऽसौ प्रकृत्या कपिलतनुरिति त्वं देवहूत्यै न्यगादी: ॥,12.674812,16000,2,16,64,5.0494,sample_rate_below_24khz
nar_015_003_1,15,3,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 15/Narayaneeyam Dasakam 15.3.1.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 15/Narayaneeyam Dashakam 15.3.1.txt,प्रकृतिगतगुणौघैर्नाज्यते पूरुषोऽयं यदि तु सजति तस्यां तद्गुणास्तं भजेरन् ।,12.351313,16000,2,16,65,5.2626,sample_rate_below_24khz
nar_015_003_2,15,3,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 15/Narayaneeyam Dasakam 15.3.2.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 15/Narayaneeyam Dashakam 15.3.2.txt,मदनुभजनतत्त्वालोचनै: साऽप्यपेयात् कपिलतनुरिति त्वं देवहूत्यै न्यगादी: ॥,12.7755,16000,2,16,62,4.853,sample_rate_below_24khz
nar_015_004_1,15,4,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 15/Narayaneeyam Dasakam 15.4.1.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 15/Narayaneeyam Dashakam 15.4.1.txt,विमलमतिरुपात्तैरासनाद्यैर्मदङ्गं गरुडसमधिरूढं दिव्यभूषायुधाङ्कम् ।,12.797062,16000,2,16,62,4.8449,sample_rate_below_24khz
nar_015_004_2,15,4,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 15/Narayaneeyam Dasakam 15.4.2.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 15/Narayaneeyam Dashakam 15.4.2.txt,रुचितुलिततमालं शीलयेतानुवेलं कपिलतनुरिति त्वं देवहूत्यै न्यगादी: ॥,12.211125,16000,2,16,58,4.7498,sample_rate_below_24khz
nar_015_005_1,15,5,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 15/Narayaneeyam Dasakam 15.5.1.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 15/Narayaneeyam Dashakam 15.5.1.txt,मम गुणगणलीलाकर्णनै: कीर्तनाद्यै: मयि सुरसरिदोघप्रख्यचित्तानुवृत्ति: ।,12.322563,16000,2,16,60,4.8691,sample_rate_below_24khz
nar_015_005_2,15,5,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 15/Narayaneeyam Dasakam 15.5.2.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 15/Narayaneeyam Dashakam 15.5.2.txt,भवति परमभक्ति: सा हि मृत्योर्विजेत्री कपिलतनुरिति त्वं देवहूत्यै न्यगादी: ॥,12.761125,16000,2,16,63,4.9369,sample_rate_below_24khz
nar_015_006_1,15,6,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 15/Narayaneeyam Dasakam 15.6.1.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 15/Narayaneeyam Dashakam 15.6.1.txt,अहह बहुलहिंसासञ्चितार्थै: कुटुम्बं प्रतिदिनमनुपुष्णन् स्त्रीजितो बाललाली ।,12.078125,16000,2,16,66,5.4644,sample_rate_below_24khz
nar_015_006_2,15,6,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 15/Narayaneeyam Dasakam 15.6.2.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 15/Narayaneeyam Dashakam 15.6.2.txt,विशति हि गृहसक्तो यातनां मय्यभक्त: कपिलतनुरितित्वं देवहूत्यै न्यगादी: ॥,12.6245,16000,2,16,60,4.7527,sample_rate_below_24khz
nar_015_007_1,15,7,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 15/Narayaneeyam Dasakam 15.7.1.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 15/Narayaneeyam Dashakam 15.7.1.txt,युवतिजठरखिन्नो जातबोधोऽप्यकाण्डे प्रसवगलितबोध: पीडयोल्लङ्घ्य बाल्यम् ।,11.747375,16000,2,16,63,5.3629,sample_rate_below_24khz
nar_015_007_2,15,7,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 15/Narayaneeyam Dasakam 15.7.2.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 15/Narayaneeyam Dashakam 15.7.2.txt,पुनरपि बत मुह्यत्येव तारुण्यकाले कपिलतनुरिति त्वं देवहूत्यै न्यगादी: ॥,11.909187,16000,2,16,60,5.0381,sample_rate_below_24khz
nar_015_008_1,15,8,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 15/Narayaneeyam Dasakam 15.8.1.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 15/Narayaneeyam Dashakam 15.8.1.txt,पितृसुरगणयाजी धार्मिको यो गृहस्थ: स च निपतति काले दक्षिणाध्वोपगामी ।,11.603625,16000,2,16,57,4.9123,sample_rate_below_24khz
nar_015_008_2,15,8,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 15/Narayaneeyam Dasakam 15.8.2.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 15/Narayaneeyam Dashakam 15.8.2.txt,मयि निहितमकामं कर्म तूदक्पथार्थं कपिलतनुरिति त्वं देवहूत्यै न्यगादी: ॥,12.049375,16000,2,16,60,4.9795,sample_rate_below_24khz
nar_015_009_1,15,9,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 15/Narayaneeyam Dasakam 15.9.1.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 15/Narayaneeyam Dashakam 15.9.1.txt,इति सुविदितवेद्यां देव हे देवहूतिं कृतनुतिमनुगृह्य त्वं गतो योगिसङ्घै: ।,12.056563,16000,2,16,61,5.0595,sample_rate_below_24khz
nar_015_009_2,15,9,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 15/Narayaneeyam Dasakam 15.9.2.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 15/Narayaneeyam Dashakam 15.9.2.txt,विमलमतिरथाऽसौ भक्तियोगेन मुक्ता त्वमपि जनहितार्थं वर्तसे प्रागुदीच्याम् ॥,12.049375,16000,2,16,65,5.3945,sample_rate_below_24khz
nar_015_010_1,15,10,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 15/Narayaneeyam Dasakam 15.10.1.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 15/Narayaneeyam Dashakam 15.10.1.txt,परम किमु बहूक्त्या त्वत्पदाम्भोजभक्तिं सकलभयविनेत्रीं सर्वकामोपनेत्रीम् ।,12.23625,16000,2,16,66,5.3938,sample_rate_below_24khz
nar_015_010_2,15,10,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 15/Narayaneeyam Dasakam 15.10.2.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 15/Narayaneeyam Dashakam 15.10.2.txt,वदसि खलु दृढं त्वं तद्विधूयामयान् मे गुरुपवनपुरेश त्वय्युपाधत्स्व भक्तिम् ॥,12.897687,16000,2,16,65,5.0397,sample_rate_below_24khz
nar_016_001_1,16,1,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 16/Narayaneeyam Dasakam 16.1.1.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 16/Narayaneeyam Dashakam 16.1.1.txt,दक्षो विरिञ्चितनयोऽथ मनोस्तनूजां लब्ध्वा प्रसूतिमिह षोडश चाप कन्याः ।,10.559683,44100,2,16,60,5.682,
nar_016_001_2,16,1,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 16/Narayaneeyam Dasakam 16.1.2.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 16/Narayaneeyam Dashakam 16.1.2.txt,धर्मे त्रयोदश ददौ पितृषु स्वधां च स्वाहां हविर्भुजि सतीं गिरिशे त्वदंशे ॥,10.08322,44100,2,16,61,6.0497,
nar_016_002_1,16,2,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 16/Narayaneeyam Dasakam 16.2.1.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 16/Narayaneeyam Dashakam 16.2.1.txt,मूर्तिर्हि धर्मगृहिणी सुषुवे भवन्तं नारायणं नरसखं महितानुभावम् ।,13.090159,44100,2,16,56,4.278,
nar_016_002_2,16,2,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 16/Narayaneeyam Dasakam 16.2.2.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 16/Narayaneeyam Dashakam 16.2.2.txt,यज्जन्मनि प्रमुदिताः कृततूर्यघोषाः पुष्पोत्करान् प्रववृषुर्नुनुवुः सुरौघाः ॥,10.199116,44100,2,16,69,6.7653,
nar_016_003_1,16,3,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 16/Narayaneeyam Dasakam 16.3.1.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 16/Narayaneeyam Dashakam 16.3.1.txt,दैत्यं सहस्रकवचं कवचैः परीतं साहस्रवत्सरतपस्समराभिलव्यैः ।,9.593878,44100,2,16,52,5.4201,
nar_016_003_2,16,3,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 16/Narayaneeyam Dasakam 16.3.2.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 16/Narayaneeyam Dashakam 16.3.2.txt,पर्यायनिर्मिततपस्समरौ भवन्तौ शिष्टैककङ्कटममुं न्यहतां सलीलम् ॥,9.542358,44100,2,16,56,5.8686,
nar_016_004_1,16,4,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 16/Narayaneeyam Dasakam 16.4.1.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 16/Narayaneeyam Dashakam 16.4.1.txt,अन्वाचरन्नुपदिशन्नपि मोक्षधर्मं त्वं भ्रातृमान् बदरिकाश्रममध्यवात्सीः ।,11.383855,44100,2,16,65,5.7098,
nar_016_004_2,16,4,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 16/Narayaneeyam Dasakam 16.4.2.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 16/Narayaneeyam Dashakam 16.4.2.txt,शक्रोऽथ ते शमतपोबलनिस्सहात्मा दिव्याङ्गनापरिवृतं प्रजिघाय मारम् ॥,10.778617,44100,2,16,58,5.381,
nar_016_005_1,16,5,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 16/Narayaneeyam Dasakam 16.5.1.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 16/Narayaneeyam Dashakam 16.5.1.txt,कामो वसन्तमलयानिलबन्धुशाली कान्ताकटाक्षविशिखैर्विकसद्विलासैः ।,11.106984,44100,2,16,58,5.2219,
nar_016_005_2,16,5,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 16/Narayaneeyam Dasakam 16.5.2.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 16/Narayaneeyam Dashakam 16.5.2.txt,विध्यन्मुहुर्मुहुरकम्पमुदीक्ष्य च त्वां भीरुस्त्वयाथ जगदे मृदुहासभाजा ॥,10.598322,44100,2,16,64,6.0387,
nar_016_006_1,16,6,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 16/Narayaneeyam Dasakam 16.6.1.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 16/Narayaneeyam Dashakam 16.6.1.txt,भीत्यालमङ्गज वसन्त सुराङ्गना व: मन्मानसं त्विह जुषध्वमिति ब्रुवाणः ।,11.152063,44100,2,16,58,5.2008,
nar_016_006_2,16,6,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 16/Narayaneeyam Dasakam 16.6.2.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 16/Narayaneeyam Dashakam 16.6.2.txt,त्वं विस्मयेन परितः स्तुवतामथैषां प्रादर्शयः स्वपरिचारककातराक्षीः ॥,11.100567,44100,2,16,60,5.4051,
nar_016_007_1,16,7,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 16/Narayaneeyam Dasakam 16.7.1.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 16/Narayaneeyam Dashakam 16.7.1.txt,सम्मोहनाय मिलिता मदनादयस्ते त्वद्दासिकापरिमलैः किल मोहमापुः ।,10.572562,44100,2,16,54,5.1076,
nar_016_007_2,16,7,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 16/Narayaneeyam Dasakam 16.7.2.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 16/Narayaneeyam Dashakam 16.7.2.txt,दत्तां त्वया च जगृहुस्त्रपयैव सर्व- स्वर्वासिगर्वशमनीं पुनरुर्वशीं ताम् ॥,10.540385,44100,2,16,64,6.0719,
nar_016_008_1,16,8,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 16/Narayaneeyam Dasakam 16.8.1.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 16/Narayaneeyam Dashakam 16.8.1.txt,दृष्ट्वोर्वशीं तव कथां च निशम्य शक्रः पर्याकुलोऽजनि भवन्महिमावमर्शात् ।,10.958912,44100,2,16,62,5.6575,
nar_016_008_2,16,8,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 16/Narayaneeyam Dasakam 16.8.2.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 16/Narayaneeyam Dashakam 16.8.2.txt,एवं प्रशान्तरमणीयतरावतारात् त्त्वत्तोऽधिको वरद कृष्णतनुस्त्वमेव ॥,10.37941,44100,2,16,59,5.6843,
nar_016_009_1,16,9,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 16/Narayaneeyam Dasakam 16.9.1.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 16/Narayaneeyam Dashakam 16.9.1.txt,दक्षस्तु धातुरतिलालनया रजोऽन्ध: नात्यादृतस्त्वयि च कष्टमशान्तिरासीत् ।,11.267959,44100,2,16,62,5.5023,
nar_016_009_2,16,9,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 16/Narayaneeyam Dasakam 16.9.2.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 16/Narayaneeyam Dashakam 16.9.2.txt,येन व्यरुन्ध स भवत्तनुमेव शर्वं यज्ञे च वैरपिशुने स्वसुतां व्यमानीत् ॥,11.068367,44100,2,16,59,5.3305,
nar_016_010_1,16,10,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 16/Narayaneeyam Dasakam 16.10.1.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 16/Narayaneeyam Dashakam 16.10.1.txt,क्रुद्धे शमर्दितमखः स तु कृत्तशीर्ष: देवप्रसादितहरादथ लब्धजीवः ।f,10.830136,44100,2,16,56,5.1708,
nar_016_010_2,16,10,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 16/Narayaneeyam Dasakam 16.10.2.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 16/Narayaneeyam Dashakam 16.10.2.txt,त्वत्पूरितक्रतुवरः पुनराप शान्तिं स त्वं प्रशान्तिकर पाहि मरुत्पुरेश ॥,10.894512,44100,2,16,61,5.5991,
nar_017_001_1,17,1,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 17/Narayaneeyam Dasakam 17.1.1.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 17/Narayaneeyam Dashakam 17.1.1.txt,उत्तानपादनृपतेर्मनुनन्दनस्य जाया बभूव सुरुचिर्नितरामभीष्टा ।,9.747256,44100,2,16,55,5.6426,
nar_017_001_2,17,1,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 17/Narayaneeyam Dasakam 17.1.2.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 17/Narayaneeyam Dashakam 17.1.2.txt,अन्या सुनीतिरिति भर्तुरनादृता सा त्वामेव नित्यमगतिः शरणं गताऽभूत् ॥,10.22839,44100,2,16,58,5.6705,
nar_017_002_1,17,2,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 17/Narayaneeyam Dasakam 17.2.1.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 17/Narayaneeyam Dashakam 17.2.1.txt,अङ्के पितुः सुरुचिपुत्रकमुत्तमं तं दृष्ट्वा ध्रुवः किल सुनीतिसुतोऽधिरोक्ष्यन् ।,10.453379,44100,2,16,70,6.6964,
nar_017_002_2,17,2,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 17/Narayaneeyam Dasakam 17.2.2.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 17/Narayaneeyam Dashakam 17.2.2.txt,आचिक्षिपे किल शिशुः सुतरां सुरुच्या दुस्सन्त्यजा खलु भवद्विमुखैरसूया ॥,10.931043,44100,2,16,61,5.5804,
