clip_id,dasakam,verse,half,split,audio_path,text_path,text_devanagari,duration_s,sample_rate,channels,bit_depth,model_characters,characters_per_s,issues,decoded_frames,peak_dbfs,rms_dbfs,dc_offset,clipped_fraction,leading_silence_s,trailing_silence_s,silent_window_fraction,stereo_correlation,stereo_difference_dbfs,text_clean,text_model_kannada,slp1,syllables,line_scans_json,model_oov,analysis_issues
nar_025_006_1,25,6,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 25/Narayaneeyam Dasakam 25.6.1.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 25/Narayaneeyam Dashakam 25.6.1.txt,भ्राम्यन्तं दितिजाधमं पुनरपि प्रोद्गृह्य दोर्भ्यां जवात् द्वारेऽथोरुयुगे निपात्य नखरान् व्युत्खाय वक्षोभुवि ।,16.476304,44100,2,16,97,5.8872,,726605,-5.072,-21.04,-1.78e-05,0.0,0.1,0.18,0.1531,0.999992,-68.765,भ्राम्यन्तं दितिजाधमं पुनरपि प्रोद्गृह्य दोर्भ्यां जवात् द्वारेऽथोरुयुगे निपात्य नखरान् व्युत्खाय वक्षोभुवि ।,ಭ್ರಾಮ್ಯನ್ತಂ ದಿತಿಜಾಧಮಂ ಪುನರಪಿ ಪ್ರೋದ್ಗೃಹ್ಯ ದೋರ್ಭ್ಯಾಂ ಜವಾತ್ ದ್ವಾರೇಽಥೋರುಯುಗೇ ನಿಪಾತ್ಯ ನಖರಾನ್ ವ್ಯುತ್ಖಾಯ ವಕ್ಷೋಭುವಿ,BrAmyantaM ditijADamaM punarapi prodgfhya dorByAM javAt dvAreToruyuge nipAtya naKarAn vyutKAya vakzoBuvi,38,"[{""syllables"":19,""weights"":""GGGLLGLGLLLGGGLGGLG"",""meter"":""śārdūlavikrīḍita(19)""},{""syllables"":19,""weights"":""GGGLLGLGLLLGGGLGGLG"",""meter"":""śārdūlavikrīḍita(19)""}]",,
nar_025_006_2,25,6,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 25/Narayaneeyam Dasakam 25.6.2.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 25/Narayaneeyam Dashakam 25.6.2.txt,निर्भिन्दन्नधिगर्भनिर्भरगलद्रक्ताम्बु बद्धोत्सवं पायं पायमुदैरयो बहुजगत्संहारिसिंहारवान् ॥,15.208209,44100,2,16,84,5.5233,,670682,-4.662,-21.851,-1.81e-05,0.0,0.18,0.18,0.12632,0.99997,-64.055,निर्भिन्दन्नधिगर्भनिर्भरगलद्रक्ताम्बु बद्धोत्सवं पायं पायमुदैरयो बहुजगत्संहारिसिंहारवान् ॥,ನಿರ್ಭಿನ್ದನ್ನಧಿಗರ್ಭನಿರ್ಭರಗಲದ್ರಕ್ತಾಮ್ಬು ಬದ್ಧೋತ್ಸವಂ ಪಾಯಂ ಪಾಯಮುದೈರಯೋ ಬಹುಜಗತ್ಸಂಹಾರಿಸಿಂಹಾರವಾನ್,nirBindannaDigarBanirBaragaladraktAmbu badDotsavaM pAyaM pAyamudErayo bahujagatsaMhArisiMhAravAn,38,"[{""syllables"":19,""weights"":""GGGLLGLGLLLGGGLGGLG"",""meter"":""śārdūlavikrīḍita(19)""},{""syllables"":19,""weights"":""GGGLLGLGLLLGGGLGGLG"",""meter"":""śārdūlavikrīḍita(19)""}]",,
nar_025_007_1,25,7,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 25/Narayaneeyam Dasakam 25.7.1.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 25/Narayaneeyam Dashakam 25.7.1.txt,त्यक्त्वा तं हतमाशु रक्तलहरीसिक्तोन्नमद्वर्ष्मणि प्रत्युत्पत्य समस्तदैत्यपटलीं चाखाद्यमाने त्वयि ।,14.632608,44100,2,16,89,6.0823,,645298,-5.225,-22.48,-1.61e-05,0.0,0.1,0.1,0.17647,0.999977,-65.914,त्यक्त्वा तं हतमाशु रक्तलहरीसिक्तोन्नमद्वर्ष्मणि प्रत्युत्पत्य समस्तदैत्यपटलीं चाखाद्यमाने त्वयि ।,ತ್ಯಕ್ತ್ವಾ ತಂ ಹತಮಾಶು ರಕ್ತಲಹರೀಸಿಕ್ತೋನ್ನಮದ್ವರ್ಷ್ಮಣಿ ಪ್ರತ್ಯುತ್ಪತ್ಯ ಸಮಸ್ತದೈತ್ಯಪಟಲೀಂ ಚಾಖಾದ್ಯಮಾನೇ ತ್ವಯಿ,tyaktvA taM hatamASu raktalaharIsiktonnamadvarzmaRi pratyutpatya samastadEtyapawalIM cAKAdyamAne tvayi,38,"[{""syllables"":19,""weights"":""GGGLLGLGLLLGGGLGGLG"",""meter"":""śārdūlavikrīḍita(19)""},{""syllables"":19,""weights"":""GGGLLGLGLLLGGGLGGLG"",""meter"":""śārdūlavikrīḍita(19)""}]",,
nar_025_007_2,25,7,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 25/Narayaneeyam Dasakam 25.7.2.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 25/Narayaneeyam Dashakam 25.7.2.txt,भ्राम्यद्भूमिविकम्पिताम्बुधिकुलं व्यालोलशैलोत्करं प्रोत्सर्पत्खचरं चराचरमहो दुःस्थामवस्थां दधौ ॥,16.053605,44100,2,16,89,5.5439,,707964,-5.579,-21.397,-1.61e-05,0.0,0.2,0.12,0.12968,0.999994,-70.486,भ्राम्यद्भूमिविकम्पिताम्बुधिकुलं व्यालोलशैलोत्करं प्रोत्सर्पत्खचरं चराचरमहो दुःस्थामवस्थां दधौ ॥,ಭ್ರಾಮ್ಯದ್ಭೂಮಿವಿಕಮ್ಪಿತಾಮ್ಬುಧಿಕುಲಂ ವ್ಯಾಲೋಲಶೈಲೋತ್ಕರಂ ಪ್ರೋತ್ಸರ್ಪತ್ಖಚರಂ ಚರಾಚರಮಹೋ ದುಃಸ್ಥಾಮವಸ್ಥಾಂ ದಧೌ,BrAmyadBUmivikampitAmbuDikulaM vyAlolaSElotkaraM protsarpatKacaraM carAcaramaho duHsTAmavasTAM daDO,38,"[{""syllables"":19,""weights"":""GGGLLGLGLLLGGGLGGLG"",""meter"":""śārdūlavikrīḍita(19)""},{""syllables"":19,""weights"":""GGGLLGLGLLLGGGLGGLG"",""meter"":""śārdūlavikrīḍita(19)""}]",,
nar_025_008_1,25,8,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 25/Narayaneeyam Dasakam 25.8.1.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 25/Narayaneeyam Dashakam 25.8.1.txt,तावन्मांसवपाकरालवपुषं घोरान्त्रमालाधरं त्वां मध्येसभमिद्धकोपमुषितं दुर्वारगुर्वारवम् ।,16.089569,44100,2,16,80,4.9722,,709550,-4.843,-21.251,2.79e-05,0.0,0.12,0.2,0.13806,0.999976,-64.493,तावन्मांसवपाकरालवपुषं घोरान्त्रमालाधरं त्वां मध्येसभमिद्धकोपमुषितं दुर्वारगुर्वारवम् ।,ತಾವನ್ಮಾಂಸವಪಾಕರಾಲವಪುಷಂ ಘೋರಾನ್ತ್ರಮಾಲಾಧರಂ ತ್ವಾಂ ಮಧ್ಯೇಸಭಮಿದ್ಧಕೋಪಮುಷಿತಂ ದುರ್ವಾರಗುರ್ವಾರವಮ್,tAvanmAMsavapAkarAlavapuzaM GorAntramAlADaraM tvAM maDyesaBamidDakopamuzitaM durvAragurvAravam,38,"[{""syllables"":19,""weights"":""GGGLLGLGLLLGGGLGGLG"",""meter"":""śārdūlavikrīḍita(19)""},{""syllables"":19,""weights"":""GGGLLGLGLLLGGGLGGLG"",""meter"":""śārdūlavikrīḍita(19)""}]",,
nar_025_008_2,25,8,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 25/Narayaneeyam Dasakam 25.8.2.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 25/Narayaneeyam Dashakam 25.8.2.txt,अभ्येतुं न शशाक कोऽपि भुवने दूरे स्थिता भीरवः सर्वे शर्वविरिञ्चवासवमुखाः प्रत्येकमस्तोषत ॥,15.792789,44100,2,16,78,4.939,,696462,-5.6,-20.906,-1.37e-05,0.0,0.04,0.18,0.12421,0.999997,-73.429,अभ्येतुं न शशाक कोऽपि भुवने दूरे स्थिता भीरवः सर्वे शर्वविरिञ्चवासवमुखाः प्रत्येकमस्तोषत ॥,ಅಭ್ಯೇತುಂ ನ ಶಶಾಕ ಕೋಽಪಿ ಭುವನೇ ದೂರೇ ಸ್ಥಿತಾ ಭೀರವಃ ಸರ್ವೇ ಶರ್ವವಿರಿಞ್ಚವಾಸವಮುಖಾಃ ಪ್ರತ್ಯೇಕಮಸ್ತೋಷತ,aByetuM na SaSAka kopi Buvane dUre sTitA BIravaH sarve SarvaviriYcavAsavamuKAH pratyekamastozata,38,"[{""syllables"":19,""weights"":""GGGLLGLGLLLGGGLGGLG"",""meter"":""śārdūlavikrīḍita(19)""},{""syllables"":19,""weights"":""GGGLLGLGLLLGGGLGGLG"",""meter"":""śārdūlavikrīḍita(19)""}]",,
nar_025_009_1,25,9,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 25/Narayaneeyam Dasakam 25.9.1.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 25/Narayaneeyam Dashakam 25.9.1.txt,भूयोऽप्यक्षतरोषधाम्नि भवति ब्रह्माज्ञया बालके प्रह्लादे पदयोर्नमत्यपभये कारुण्यभाराकुलः ।,15.702857,44100,2,16,81,5.1583,,692496,-6.529,-21.277,3.1e-06,0.0,0.04,0.12,0.1172,0.999996,-72.662,भूयोऽप्यक्षतरोषधाम्नि भवति ब्रह्माज्ञया बालके प्रह्लादे पदयोर्नमत्यपभये कारुण्यभाराकुलः ।,ಭೂಯೋಽಪ್ಯಕ್ಷತರೋಷಧಾಮ್ನಿ ಭವತಿ ಬ್ರಹ್ಮಾಜ್ಞಯಾ ಬಾಲಕೇ ಪ್ರಹ್ಲಾದೇ ಪದಯೋರ್ನಮತ್ಯಪಭಯೇ ಕಾರುಣ್ಯಭಾರಾಕುಲಃ,BUyopyakzatarozaDAmni Bavati brahmAjYayA bAlake prahlAde padayornamatyapaBaye kAruRyaBArAkulaH,38,"[{""syllables"":19,""weights"":""GGGLLGLGLLLGGGLGGLG"",""meter"":""śārdūlavikrīḍita(19)""},{""syllables"":19,""weights"":""GGGLLGLGLLLGGGLGGLG"",""meter"":""śārdūlavikrīḍita(19)""}]",,
nar_025_009_2,25,9,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 25/Narayaneeyam Dasakam 25.9.2.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 25/Narayaneeyam Dashakam 25.9.2.txt,शान्तस्त्वं करमस्य मूर्ध्नि समधाः स्तोत्रैरथोद्गायत: तस्याकामधियोऽपि तेनिथ वरं लोकाय चानुग्रहम् ॥,16.476304,44100,2,16,85,5.1589,,726605,-6.009,-21.541,-1e-06,0.0,0.06,0.24,0.13123,0.999993,-69.952,शान्तस्त्वं करमस्य मूर्ध्नि समधाः स्तोत्रैरथोद्गायत: तस्याकामधियोऽपि तेनिथ वरं लोकाय चानुग्रहम् ॥,ಶಾನ್ತಸ್ತ್ವಂ ಕರಮಸ್ಯ ಮೂರ್ಧ್ನಿ ಸಮಧಾಃ ಸ್ತೋತ್ರೈರಥೋದ್ಗಾಯತಃ ತಸ್ಯಾಕಾಮಧಿಯೋಽಪಿ ತೇನಿಥ ವರಂ ಲೋಕಾಯ ಚಾನುಗ್ರಹಮ್,SAntastvaM karamasya mUrDni samaDAH stotrEraTodgAyataH tasyAkAmaDiyopi teniTa varaM lokAya cAnugraham,38,"[{""syllables"":19,""weights"":""GGGLLGLGLLLGGGLGGLG"",""meter"":""śārdūlavikrīḍita(19)""},{""syllables"":19,""weights"":""GGGLLGLGLLLGGGLGGLG"",""meter"":""śārdūlavikrīḍita(19)""}]",,
nar_025_010_1,25,10,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 25/Narayaneeyam Dasakam 25.10.1.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 25/Narayaneeyam Dashakam 25.10.1.txt,एवं नाटितरौद्रचेष्टित विभो श्रीतापनीयाभिध श्रुत्यन्तस्फुटगीतसर्वमहिमन्नत्यन्तशुद्धाकृते ।,15.361088,44100,2,16,83,5.4033,,677424,-4.342,-21.391,1.78e-05,0.0,0.08,0.2,0.13411,0.999993,-70.183,एवं नाटितरौद्रचेष्टित विभो श्रीतापनीयाभिध श्रुत्यन्तस्फुटगीतसर्वमहिमन्नत्यन्तशुद्धाकृते ।,ಏವಂ ನಾಟಿತರೌದ್ರಚೇಷ್ಟಿತ ವಿಭೋ ಶ್ರೀತಾಪನೀಯಾಭಿಧ ಶ್ರುತ್ಯನ್ತಸ್ಫುಟಗೀತಸರ್ವಮಹಿಮನ್ನತ್ಯನ್ತಶುದ್ಧಾಕೃತೇ,evaM nAwitarOdracezwita viBo SrItApanIyABiDa SrutyantasPuwagItasarvamahimannatyantaSudDAkfte,38,"[{""syllables"":19,""weights"":""GGGLLGLGLLLGGGLGGLG"",""meter"":""śārdūlavikrīḍita(19)""},{""syllables"":19,""weights"":""GGGLLGLGLLLGGGLGGLG"",""meter"":""śārdūlavikrīḍita(19)""}]",,
nar_025_010_2,25,10,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 25/Narayaneeyam Dasakam 25.10.2.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 25/Narayaneeyam Dashakam 25.10.2.txt,तत्तादृङ्निखिलोत्तरं पुनरहो कस्त्वां परो लङ्घयेत् प्रह्लादप्रिय हे मरुत्पुरपते सर्वामयात्पाहि माम् ॥,15.909705,44100,2,16,89,5.5941,,701618,-5.916,-21.631,4e-07,0.0,0.06,0.12,0.12453,0.999998,-75.89,तत्तादृङ्निखिलोत्तरं पुनरहो कस्त्वां परो लङ्घयेत् प्रह्लादप्रिय हे मरुत्पुरपते सर्वामयात्पाहि माम् ॥,ತತ್ತಾದೃಙ್ನಿಖಿಲೋತ್ತರಂ ಪುನರಹೋ ಕಸ್ತ್ವಾಂ ಪರೋ ಲಙ್ಘಯೇತ್ ಪ್ರಹ್ಲಾದಪ್ರಿಯ ಹೇ ಮರುತ್ಪುರಪತೇ ಸರ್ವಾಮಯಾತ್ಪಾಹಿ ಮಾಮ್,tattAdfNniKilottaraM punaraho kastvAM paro laNGayet prahlAdapriya he marutpurapate sarvAmayAtpAhi mAm,38,"[{""syllables"":19,""weights"":""GGGLLGLGLLLGGGLGGLG"",""meter"":""śārdūlavikrīḍita(19)""},{""syllables"":19,""weights"":""GGGLLGLGLLLGGGLGGLG"",""meter"":""śārdūlavikrīḍita(19)""}]",,
nar_026_001_1,26,1,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 26/Narayaneeyam Dasakam 26.1.1.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 26/Narayaneeyam Dashakam 26.1.1.txt,इन्द्रद्युम्नः पाण्ड्यखण्डाधिराज: त्वद्भक्तात्मा चन्दनाद्रौ कदाचित् ।,9.240646,48000,2,16,62,6.7095,,443551,-11.521,-26.956,1.18e-05,0.0,0.06,0.18,0.13636,0.999998,-81.151,इन्द्रद्युम्नः पाण्ड्यखण्डाधिराज: त्वद्भक्तात्मा चन्दनाद्रौ कदाचित् ।,ಇನ್ದ್ರದ್ಯುಮ್ನಃ ಪಾಣ್ಡ್ಯಖಣ್ಡಾಧಿರಾಜಃ ತ್ವದ್ಭಕ್ತಾತ್ಮಾ ಚನ್ದನಾದ್ರೌ ಕದಾಚಿತ್,indradyumnaH pARqyaKaRqADirAjaH tvadBaktAtmA candanAdrO kadAcit,22,"[{""syllables"":11,""weights"":""GGGGGLGGLGG"",""meter"":""(11)""},{""syllables"":11,""weights"":""GGGGGLGGLGG"",""meter"":""(11)""}]",,
nar_026_001_2,26,1,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 26/Narayaneeyam Dasakam 26.1.2.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 26/Narayaneeyam Dashakam 26.1.2.txt,त्वत्सेवायां मग्नधीरालुलोके नैवागस्त्यं प्राप्तमातिथ्यकामम् ॥,9.686708,48000,2,16,56,5.7811,,464962,-12.009,-27.882,-2e-07,0.0,0.1,0.18,0.15289,0.999998,-81.156,त्वत्सेवायां मग्नधीरालुलोके नैवागस्त्यं प्राप्तमातिथ्यकामम् ॥,ತ್ವತ್ಸೇವಾಯಾಂ ಮಗ್ನಧೀರಾಲುಲೋಕೇ ನೈವಾಗಸ್ತ್ಯಂ ಪ್ರಾಪ್ತಮಾತಿಥ್ಯಕಾಮಮ್,tvatsevAyAM magnaDIrAluloke nEvAgastyaM prAptamAtiTyakAmam,22,"[{""syllables"":11,""weights"":""GGGGGLGGLGG"",""meter"":""(11)""},{""syllables"":11,""weights"":""GGGGGLGGLGG"",""meter"":""(11)""}]",,low_peak
nar_026_002_1,26,2,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 26/Narayaneeyam Dasakam 26.2.1.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 26/Narayaneeyam Dashakam 26.2.1.txt,कुम्भोद्भूतिस्सम्भृतक्रोधभारः स्तब्धात्मा त्वं हस्तिभूयं भजेति ।,10.292542,48000,2,16,58,5.6351,,494042,-11.22,-28.065,-6.6e-06,0.0,0.1,0.22,0.17899,0.999998,-81.169,कुम्भोद्भूतिस्सम्भृतक्रोधभारः स्तब्धात्मा त्वं हस्तिभूयं भजेति ।,ಕುಮ್ಭೋದ್ಭೂತಿಸ್ಸಮ್ಭೃತಕ್ರೋಧಭಾರಃ ಸ್ತಬ್ಧಾತ್ಮಾ ತ್ವಂ ಹಸ್ತಿಭೂಯಂ ಭಜೇತಿ,kumBodBUtissamBftakroDaBAraH stabDAtmA tvaM hastiBUyaM Bajeti,22,"[{""syllables"":11,""weights"":""GGGGGLGGLGG"",""meter"":""(11)""},{""syllables"":11,""weights"":""GGGGGLGGLGG"",""meter"":""(11)""}]",,
nar_026_002_2,26,2,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 26/Narayaneeyam Dasakam 26.2.2.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 26/Narayaneeyam Dashakam 26.2.2.txt,शप्त्वाथैनं प्रत्यगात्सोऽपि लेभे हस्तीन्द्रत्वं त्वत्स्मृतिव्यक्तिधन्यम् ॥,10.186021,48000,2,16,68,6.6758,,488929,-11.587,-28.617,-1.29e-05,0.0,0.08,0.16,0.15128,0.999997,-81.152,शप्त्वाथैनं प्रत्यगात्सोऽपि लेभे हस्तीन्द्रत्वं त्वत्स्मृतिव्यक्तिधन्यम् ॥,ಶಪ್ತ್ವಾಥೈನಂ ಪ್ರತ್ಯಗಾತ್ಸೋಽಪಿ ಲೇಭೇ ಹಸ್ತೀನ್ದ್ರತ್ವಂ ತ್ವತ್ಸ್ಮೃತಿವ್ಯಕ್ತಿಧನ್ಯಮ್,SaptvATEnaM pratyagAtsopi leBe hastIndratvaM tvatsmftivyaktiDanyam,22,"[{""syllables"":11,""weights"":""GGGGGLGGLGG"",""meter"":""(11)""},{""syllables"":11,""weights"":""GGGGGLGGLGG"",""meter"":""(11)""}]",,
nar_026_003_1,26,3,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 26/Narayaneeyam Dasakam 26.3.1.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 26/Narayaneeyam Dashakam 26.3.1.txt,दुग्धाम्भोधेर्मध्यभाजि त्रिकूटे क्रीडञ्छैले यूथपोऽयं वशाभिः ।,10.572167,48000,2,16,55,5.2023,,507464,-11.063,-27.725,-1.02e-05,0.0,0.04,0.34,0.16667,0.999998,-81.141,दुग्धाम्भोधेर्मध्यभाजि त्रिकूटे क्रीडञ्छैले यूथपोऽयं वशाभिः ।,ದುಗ್ಧಾಮ್ಭೋಧೇರ್ಮಧ್ಯಭಾಜಿ ತ್ರಿಕೂಟೇ ಕ್ರೀಡಞ್ಛೈಲೇ ಯೂಥಪೋಽಯಂ ವಶಾಭಿಃ,dugDAmBoDermaDyaBAji trikUwe krIqaYCEle yUTapoyaM vaSABiH,22,"[{""syllables"":11,""weights"":""GGGGGLGGLGG"",""meter"":""(11)""},{""syllables"":11,""weights"":""GGGGGLGGLGG"",""meter"":""(11)""}]",,
nar_026_003_2,26,3,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 26/Narayaneeyam Dasakam 26.3.2.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 26/Narayaneeyam Dashakam 26.3.2.txt,सर्वान्जन्तूनत्यवर्तिष्ट शक्त्या त्वद्भक्तानां कुत्र नोत्कर्षलाभः ॥,10.918354,48000,2,16,61,5.5869,,524081,-10.626,-27.914,-6.7e-06,0.0,0.12,0.2,0.2,0.999998,-81.15,सर्वान्जन्तूनत्यवर्तिष्ट शक्त्या त्वद्भक्तानां कुत्र नोत्कर्षलाभः ॥,ಸರ್ವಾನ್ಜನ್ತೂನತ್ಯವರ್ತಿಷ್ಟ ಶಕ್ತ್ಯಾ ತ್ವದ್ಭಕ್ತಾನಾಂ ಕುತ್ರ ನೋತ್ಕರ್ಷಲಾಭಃ,sarvAnjantUnatyavartizwa SaktyA tvadBaktAnAM kutra notkarzalABaH,22,"[{""syllables"":11,""weights"":""GGGGGLGGLGG"",""meter"":""(11)""},{""syllables"":11,""weights"":""GGGGGLGGLGG"",""meter"":""(11)""}]",,
nar_026_004_1,26,4,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 26/Narayaneeyam Dasakam 26.4.1.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 26/Narayaneeyam Dashakam 26.4.1.txt,स्वेन स्थेम्ना दिव्यदेशत्वशक्त्या सोऽयं खेदानप्रजानन् कदाचित् ।,10.292542,48000,2,16,56,5.4408,,494042,-12.111,-28.011,-2.1e-06,0.0,0.12,0.18,0.17899,0.999998,-81.132,स्वेन स्थेम्ना दिव्यदेशत्वशक्त्या सोऽयं खेदानप्रजानन् कदाचित् ।,ಸ್ವೇನ ಸ್ಥೇಮ್ನಾ ದಿವ್ಯದೇಶತ್ವಶಕ್ತ್ಯಾ ಸೋಽಯಂ ಖೇದಾನಪ್ರಜಾನನ್ ಕದಾಚಿತ್,svena sTemnA divyadeSatvaSaktyA soyaM KedAnaprajAnan kadAcit,22,"[{""syllables"":11,""weights"":""GGGGGLGGLGG"",""meter"":""(11)""},{""syllables"":11,""weights"":""GGGGGLGGLGG"",""meter"":""(11)""}]",,low_peak
nar_026_004_2,26,4,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 26/Narayaneeyam Dasakam 26.4.2.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 26/Narayaneeyam Dashakam 26.4.2.txt,शैलप्रान्ते घर्मतान्तः सरस्यां यूथैः सार्धं त्वत्प्रणुन्नोऽभिरेमे ॥,11.10475,48000,2,16,60,5.4031,,533028,-11.969,-28.504,-2.1e-06,0.0,0.08,0.22,0.13514,0.999997,-81.125,शैलप्रान्ते घर्मतान्तः सरस्यां यूथैः सार्धं त्वत्प्रणुन्नोऽभिरेमे ॥,ಶೈಲಪ್ರಾನ್ತೇ ಘರ್ಮತಾನ್ತಃ ಸರಸ್ಯಾಂ ಯೂಥೈಃ ಸಾರ್ಧಂ ತ್ವತ್ಪ್ರಣುನ್ನೋಽಭಿರೇಮೇ,SElaprAnte GarmatAntaH sarasyAM yUTEH sArDaM tvatpraRunnoBireme,22,"[{""syllables"":11,""weights"":""GGGGGLGGLGG"",""meter"":""(11)""},{""syllables"":11,""weights"":""GGGGGLGGLGG"",""meter"":""(11)""}]",,
nar_026_005_1,26,5,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 26/Narayaneeyam Dasakam 26.5.1.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dashakam 26/Narayaneeyam Dashakam 26.5.1.txt,हूहूस्तावद्देवलस्यापि शापात् ग्राहीभूतस्तज्जले वर्तमान: ।,10.991583,48000,2,16,51,4.6399,,527596,-11.759,-26.866,9.3e-06,0.0,0.12,0.12,0.18579,0.999998,-81.132,हूहूस्तावद्देवलस्यापि शापात् ग्राहीभूतस्तज्जले वर्तमान: ।,ಹೂಹೂಸ್ತಾವದ್ದೇವಲಸ್ಯಾಪಿ ಶಾಪಾತ್ ಗ್ರಾಹೀಭೂತಸ್ತಜ್ಜಲೇ ವರ್ತಮಾನಃ,hUhUstAvaddevalasyApi SApAt grAhIBUtastajjale vartamAnaH,22,"[{""syllables"":11,""weights"":""GGGGGLGGLGG"",""meter"":""(11)""},{""syllables"":11,""weights"":""GGGGGLGGLGG"",""meter"":""(11)""}]",,
